Film,Rating,Year,Budget,Actor.Group1,Actor.Group2,Director,Writer
2728577,6.8,2011,15000000,2,29,6.888888888888889,6.800000190734863
2728621,6.7,1995,12000000,1,51,6.3666666348775225,6.699999809265137
2728793,6.1,1999,10000000,6,25,5.528571435383388,5.749999960263571
2729411,5.7,1959,225000,7,10,5.699999809265137,6.049999833106995
2729450,5.9,1993,2000000,15,8,5.125,5.900000095367432
2729452,3.2,2005,6000000,19,1,4.300000071525574,4.449999928474426
2729453,5.7,1988,6200000,18,7,5.733333269755046,5.699999809265137
2729484,7,1979,60000,0,22,7.075000047683716,6.621052666714317
2729605,6.9,2000,24000000,7,50,6.900000095367432,6.975000023841858
2729625,6.7,1985,25000000,2,28,6.699999809265137,7.150000015894572
2729652,6.4,2004,7600000,2,43,6.675000071525574,6.814285755157471
2729690,5,1991,11000000,14,3,5,5.562499940395355
2730236,6.6,1984,8000000,2,73,5.950000047683716,6.021666614214579
2730711,5.2,1985,28000000,23,16,6,6.224999904632568
2730777,7.4,2008,35000000,2,64,7.433333396911621,7.175000071525574
2731023,4.9,2009,4000000,35,2,4.900000095367432,4.900000095367432
2731195,3.6,1984,28000000,57,7,6.416666666666667,4.799999930641867
2731685,7.5,1995,9077700,0,24,7.5,7.388333328564961
2732070,6.4,2013,38000000,2,13,6.475000023841858,6.265555519527859
2732074,4.1,2013,7000000,44,7,4.099999904632568,4.099999904632568
2732160,6.6,1966,70000,1,12,6.900000095367432,6.349999904632568
2732200,7.6,1962,813000,0,24,7.416666666666667,7.426666609446208
2732232,6.8,1999,35000000,0,65,7.166666587193807,6.949999988079071
2732275,5.5,2002,15000000,27,13,6.0333333015441895,5.549999952316284
2732377,7.4,1996,8816100,0,29,6.074999928474426,7.344444539811875
2732461,6.5,2001,48000000,3,63,6.400000095367432,6.5
2732495,5.2,2004,5000000,22,7,5.099999904632568,5.7388888023517755
2732582,6.6,1997,10579320,1,19,7.066666603088379,6.974999904632568
2732864,7,2007,3616981.72618,0,32,7,7
2732873,5.7,2008,110000,36,2,5.699999809265137,5.699999809265137
2732999,6,2008,60000000,7,36,6.5333333015441895,6.849999904632568
2733474,3.1,1998,3500000,39,3,3.0999999046325684,4.200000047683716
2733555,7.3,1998,1200000,0,39,7.300000190734863,6.916666706403097
2733608,7,2011,90000000,7,49,6.880000019073487,6.280000022479466
2733614,6.4,2014,103000000,4,56,6.880000019073487,6.510000061988831
2733660,7.3,1950,1214899,0,25,7.600000083446503,7.550000071525574
2733674,6.8,1970,4000000,0,38,7.2500001192092896,7.300000190734863
2733881,6.7,2002,30000000,1,19,6.699999809265137,6.999999947018093
2734095,7.3,2012,145000000,1,19,7.300000190734863,6.78333338101705
2734888,6,2005,10129405,2,30,6,6.066666682561238
2735503,3.8,2010,1000000,5,1,3.799999952316284,3.799999952316284
2735506,6.5,2000,15600000,11,78,6.580000019073486,6.323333342870077
2736094,7.2,1935,610000,0,43,7.199999809265137,7.144791533549626
2736172,6.6,1976,5000000,0,14,6.728571483067104,6.599999904632568
2736188,7.7,1922,1500000,0,22,7.449999809265137,7.739999866485595
2736192,7.6,1973,15000000,0,13,7.199999928474426,7.251190420559475
2736198,6.7,2010,200000000,1,88,6.866666603088379,6.649999893628634
2736241,6.7,1993,20000000,2,58,6.912499904632568,6.038888781159012
2736244,6.9,1991,48000000,4,34,6.824999928474426,6.550000071525574
2736406,6.7,1964,1200000,1,3,6.699999809265137,6.6499998569488525
2736477,7.5,1987,13000000,5,50,6.837499976158142,5.277499955892563
2736483,5.7,1990,35000000,23,28,6.699999928474426,5.727321425931795
2736487,3.8,1993,23500000,35,12,5.933333317438762,5.617321420567377
2736520,7.1,2012,2500000,1,15,7.099999904632568,7.099999904632568
2736564,5.2,1989,10000000,20,9,6.300000031789144,5.418749898672104
2736656,6.3,2005,75000000,8,35,6.873333326975505,6.102222283681234
2736917,6.9,1983,8000000,1,20,6.900000095367432,6.900000095367432
2736947,6.8,1979,300000,3,35,6.543750107288361,6.800000190734863
2737196,5.9,2012,75000000,104,49,5.9666666984558105,6.279365138402061
2737335,5.9,1991,18000000,7,13,6.507142861684163,6.284259272946252
2737483,4.9,1950,94000,4,7,6,5.500000105963813
2737579,7.3,2008,18000000,1,43,6.839999961853027,6.3666666348775225
2737678,7.1,1979,7000000,1,55,6.933333237965901,5.999999956651167
2737679,6.6,1982,17000000,7,39,6.933333237965901,5.999999956651167
2737725,5,1990,42000000,55,16,6.119999980926513,5.999999956651167
2738101,6.3,2007,22140045,1,13,6.233333428700765,6.233333428700765
2738156,4.3,2012,2000000,2,1,4.300000190734863,4.300000190734863
2738167,6.3,1999,12800000,4,32,6.300000190734863,6.400000174840291
2738408,6.9,2008,28000000,11,44,6.233333269755046,6.6366667111714674
2738543,2.9,2002,70000000,92,6,6.6333333651224775,4.68166671593984
2738805,5.6,2006,250000,13,1,5.599999904632568,5.599999904632568
2738840,8.1,1953,1500000,0,68,7.762499988079071,7.633333630032009
2739097,6.9,1984,10000000,0,21,7.160000038146973,6.802500069141388
2739272,7.1,2012,10985800,1,43,7.099999904632568,6.933333257834117
2739285,5.3,2004,5203800,14,8,6.400000095367432,5.616666793823242
2739442,6.6,1993,11500000,0,26,6.599999904632568,6.599999904632568
2739688,6.7,2011,2800908,0,38,6.699999809265137,6.549999809265136
2739773,7.3,1998,55000000,2,34,6.711111174689399,6.502272768454118
2740005,4.2,2006,1000000,27,3,4.199999809265137,4.104166567325592
2740430,7.2,2000,180000,0,10,7.199999809265137,7.199999809265137
2741148,7.1,1997,25000000,6,41,6.066666682561238,5.800000071525574
2743078,7.2,1993,800000,1,41,7.1499998569488525,7.1499998569488525
2743137,7.4,2014,5000000,2,84,7.400000095367432,7.400000095367432
2743454,5.5,2003,25000000,10,12,5.5,5.75
2743457,6,2000,30000000,8,29,6,5.851410941472129
2743572,6.8,1999,2452766.24434,0,35,6.266666730244954,6.933333396911621
2743762,7.3,1983,10000000,1,25,6.92941177592558,7.171666685740153
2743880,4.3,1995,3000000,24,2,4.300000190734863,4.300000190734863
2744159,4.2,2009,25000,25,1,4.199999809265137,4.199999809265137
2744251,5.4,1999,70000000,36,18,5.862500011920929,5.6000001430511475
2744306,7.3,1985,9000000,4,35,6.933333396911621,7.300277895397611
2744395,5.6,2013,30000000,34,18,6.450000047683716,6.107499945163727
2744589,7.5,2006,17000000,2,42,7.25,6.9666666984558105
2744675,6.2,2006,12000000,2,25,6.199999809265137,5.949999809265137
2744919,7.3,2007,1700000,2,49,7.300000190734863,7.300000190734863
2744961,6.9,1998,33000000,6,39,6.327272675254128,6.070000016689301
2744964,6.6,2001,90000000,4,44,6.327272675254128,6.574999928474426
2744966,6.2,2007,140000000,12,76,6.327272675254128,6.574999928474426
2745547,5.5,2006,65000000,15,11,6.439999961853028,4.233333349227905
2745637,7.5,1970,15000000,0,24,7.650000035762787,7.749999920527141
2745685,6.3,2004,1800000,0,13,6.300000190734863,6.300000190734863
2745947,4.8,2003,1235480,26,5,4.800000190734863,4.800000190734863
2746223,7.6,2011,1421960.56164,0,23,7.5,7.599999904632568
2746527,3.7,2009,4000000,18,4,4.649999976158142,4.740000057220459
2746828,6,2003,80000000,19,78,6,6.516666746139526
2747488,5.8,2014,35000000,34,30,7.1000001430511475,6.541666746139526
2747516,7.8,1954,2238813,0,26,7.790476231347947,7.486231896266845
2747519,6.2,1995,58000000,5,45,6.483333349227905,7.061739102792049
2747797,4.4,2011,4000000,34,1,4.400000095367432,4.400000095367432
2748322,6.5,2012,30000000,7,57,7.299999872843425,6.875
2748381,6.8,2012,85000000,3,51,6.800000190734863,6.150000095367432
2748395,6.1,1998,1000000,4,24,6.3666666348775225,6.300000031789144
2748497,7.1,2012,750000,3,23,7.099999904632568,7.099999904632568
2748568,7,2012,0.429914,1,6,7,7
2748768,6,2005,130000000,4,29,6.299999952316284,6.05571425301688
2749225,5.8,2009,3800000,16,8,5.800000190734863,5.800000190734863
2749264,7.6,2004,5011482,2,23,7.599999904632568,7.599999904632568
2750002,7.9,1968,105000,0,5,7.900000095367432,
2750080,6.6,2013,2000000,0,13,6.599999904632568,
2750419,6.4,2010,110000000,7,117,6.7600000381469725,6.757142952510288
2750636,7.5,1986,4500000,4,53,6.95,7.295454545454545
2750672,5.5,2006,25000,19,0,5.5,5.5
2750739,5.3,2011,9000000,34,20,5.300000190734863,5.300000190734863
2751659,8.4,2011,4000000,0,11,8.5,8.5
2751892,3.1,2008,4500000,20,0,3.0999999046325684,3.0999999046325684
2752046,7,2004,10318560,2,88,6.599999904632568,6.799999872843425
2752063,6.2,2008,25000000,0,13,6.299999952316284,6.466666618982951
2752142,6.5,1937,365000,0,88,7.099999904632568,6.831249992052713
2752718,7.2,1949,1000000,0,38,7.449999809265137,6.9208332896232605
2753591,5.9,1985,50000000,13,13,5.833333492279053,6.2339286633900235
2753730,7.7,1989,787000,0,23,7.519999980926514,7.639999866485596
2754017,7.3,2006,1610670,0,42,7.300000190734863,7.300000190734863
2754187,4.9,2008,1950000,10,1,4.900000095367432,4.6000001430511475
2754814,7.8,2005,2434200,0,26,7.950000286102295,7.800000190734863
2755289,7.2,1976,354793.2,0,27,7.330769208761362,7.330769208761362
2755670,6.8,1977,3000000,2,24,6.333333492279053,6.825000166893005
2755822,6.7,2007,6360200,0,19,6.599999904632568,6.71666661898295
2756016,6.4,2008,1076237.1956,0,28,6.400000095367432,6.400000095367432
2756195,6.4,1984,1200000,3,24,5.5,5.950000047683716
2756392,6.1,2001,13000000,14,61,6.424999952316284,6.137499928474426
2756678,7.6,2013,35000000,5,66,7.099999904632568,7.599999904632568
2756701,8.6,1998,70000000,0,77,7.231250077486038,7.1333333651224775
2756718,6,2007,2349352,8,25,6,6
2756873,7.7,2004,1200000,1,14,6.8199999809265135,6.679166535536448
2756877,5.6,2010,20000000,35,12,5.599999904632568,5.714285748345511
2756880,6.6,2005,4000000,6,13,6.3199999809265135,6.641666571299234
2756882,6.2,2006,10000000,10,23,6.3199999809265135,6.679166535536448
2756885,5.9,2007,10000000,20,21,6.3199999809265135,5.476190498897007
2756892,5.8,2008,10800000,21,17,5.800000190734863,5.714285748345511
2757546,6.8,1981,3424512.7,4,27,6.950000047683716,6.920000076293945
2757604,7.7,1952,3500000,0,37,6.974999904632568,7.695833285649617
2757661,5.7,1988,425000,9,3,5.699999809265137,5.699999809265137
2757865,6.3,1970,302590,2,15,6.933333396911621,6.377777867847019
2757899,6.2,2000,19000000,24,28,5.699999809265137,4.706481366245835
2757900,5.2,2001,45000000,21,7,5.699999809265137,4.853535212651647
2757902,5.1,2006,45000000,77,14,4.880000019073487,5.054320898468111
2757903,3.5,2013,20000000,81,8,5.209999990463257,5.685000030199687
2758143,5.2,1991,3000000,50,9,6.25,6.2599998950958256
2758777,7.1,1996,250000,2,19,6.705263137817383,6.774999976158142
2759189,5.7,1988,6500000,35,35,6.692307655627911,6.774999976158142
2759215,5.9,2006,20000000,21,25,6.580000019073486,6.06933339436849
2760132,4.9,2002,84000000,45,10,4.942857163293021,5.05611117415958
2760193,6.7,2006,4000000,1,41,7.158064519205401,7.096874997019768
2760240,6,2003,7000000,9,20,6,6
2760361,7.1,1964,16000,0,4,7.099999904632568,7.099999904632568
2760784,7.2,1996,15000000,5,26,6.116666674613953,5.849999904632568
2760792,6.1,1997,24000000,21,40,6.116666674613953,5.849999904632568
2760793,5.5,2000,40000000,17,16,6.116666674613953,6.006249934434891
2760794,6.2,2011,40000000,12,30,6.116666674613953,5.849999904632568
2760874,6.4,1995,20000000,2,7,5.625,6.579682524998983
2761500,4.7,1983,800000,31,0,4.799999952316284,4.3374998569488525
2761598,7,1988,32000000,5,87,6.811111079321967,6.774747520986229
2761685,7.7,1977,378237.5,0,28,7.699999809265137,7.699999809265137
2762057,8.7,1995,33000000,1,43,8.03333330154419,6.575000047683716
2762272,7.3,2003,87000000,2,67,7.366666793823242,7.325000166893005
2762440,8,1964,216351.85,0,18,8,7.666666666666666
2762738,5.4,2011,40000000,17,8,6.1,5.400000095367432
2763348,7.6,2003,30000000,3,32,7.599999904632568,7.75
2763788,7.2,2010,35000000,3,107,6.599999904632568,7.074999809265137
2763854,7.2,1997,1727000,0,41,7.199999809265137,7.199999809265137
2763859,8,1996,4500000,0,58,7.674999952316284,7.674999952316284
2764305,7.8,2006,346920,0,34,7.800000190734863,7.800000190734863
2764675,5.1,2006,8000000,15,4,5.099999904632568,5.099999904632568
2764680,6.8,1989,18000000,3,40,6.8500001430511475,6.800000190734863
2764698,5.4,2001,35000000,24,5,5.100000063578288,5.537777864601877
2765084,6.7,2012,10000000,1,38,6.699999809265137,6.699999809265137
2765102,6.2,2011,17000000,19,58,6.740000057220459,6.199999809265137
2765991,6.1,2006,300000,0,30,6.25,6.199999968210856
2766233,6.6,1997,20000000,4,67,6.666666666666667,6.850000023841858
2767298,6.9,2007,5319440,0,47,6.900000095367432,6.900000095367432
2767426,7.7,1995,16500000,0,24,7.166666587193807,7.112499952316284
2768059,6.6,1987,10000000,0,9,7.158064519205401,7.096874997019768
2768267,6.8,2006,18000000,5,28,6.800000190734863,6.800000190734863
2768405,6.9,2001,28000000,5,50,5.300000071525574,6.900000095367432
2768498,7.8,1941,1400000,0,72,7.2500001192092896,7.722727413301344
2768942,5.2,2002,29000000,56,16,5.199999968210856,5.2166666984558105
2769215,6.7,1996,9000000,7,26,6.559999942779541,5.549999833106995
2769434,4.4,2011,20000000,35,5,4.450000047683716,4.425000071525574
2769534,6.2,2006,2500000,0,10,6.199999809265137,6.199999809265137
2769655,7.9,1964,2200000,0,29,6.711111174689399,7.666666746139526
2769656,6,2011,7500000,4,30,6,6.012499988079071
2769765,2.4,2006,5000000,67,0,2.4000000953674316,2.4000000953674316
2769884,7,1997,70000000,1,34,7.266666650772095,6.924999952316284
2770376,6.1,2007,5000000,16,34,5.799999952316284,6.183333237965901
2770401,5.4,2008,65000000,62,38,5.400000095367432,5.400000095367432
2770570,6.6,2008,19000000,9,68,6.599999904632568,6.399999936421712
2770770,4.5,2004,2723310,22,5,4.5,4.5
2771025,5.1,2014,40000000,51,29,6.2499998807907104,5.819841146469116
2772213,5.6,1996,39000000,22,20,6.6333333651224775,5
2772501,6.4,2003,6800000,7,43,6.400000095367432,6.400000095367432
2772847,5.2,1998,12000000,39,12,5.899999904632568,5.7499998807907104
2772855,5.1,2004,5000000,12,3,5.099999904632568,5.099999904632568
2772929,4.9,2007,2000000,8,1,4.900000095367432,4.900000095367432
2773047,7.4,1993,22000000,0,43,7.433333396911621,7.519999980926514
2773135,6.8,1991,14000000,2,41,7.158064519205401,7.096874997019768
2773307,5.9,2000,46000000,46,39,6.066666682561238,5.931547672975631
2773417,8.2,2012,1000000,0,18,8.199999809265137,8.199999809265137
2773563,5.8,1988,6000000,27,23,5.800000190734863,5.800000190734863
2773585,5.5,1991,1400000,15,12,5.5,5.5
2773601,7.2,1998,25000000,2,37,7.050000071525574,6.483333230018616
2773749,5.5,1968,1455000,4,10,6.833333333333333,5.5
2773762,7.6,1937,991000,0,34,7.599999904632568,7.311458271741867
2773763,6,2004,50000000,17,130,5.300000071525574,6.0299999713897705
2773779,7.4,1994,2500000,0,18,7.414285659790039,6.959999942779541
2773781,5.1,2004,72000,27,5,5.099999904632568,5.099999904632568
2774054,7.7,1953,3100000,0,33,7.4571428298950195,7.616666475931804
2774150,7.3,2012,1622800,0,11,7.300000190734863,7.300000190734863
2774190,6.2,2003,50000000,5,44,6.599999904632568,5.819999885559082
2774218,2.9,1986,17000000,15,4,2.9000000953674316,2.9000000953674316
2774285,6.3,2009,30259,0,22,6.300000190734863,6.300000190734863
2774418,7.2,1982,193280.4,1,15,7.199999809265137,7.199999809265137
2774745,4.2,2006,10000000,13,5,4.199999809265137,4.199999809265137
2774780,4,2011,25000000,17,1,5.574999928474426,4
2774793,6,2004,75000000,4,25,6.427777793672349,6.2024999976158135
2775081,7.3,2003,6000000,3,24,7.300000190734863,6.928571564810617
2775446,6.5,1933,200000,1,29,6.5,6.722222195731269
2775880,7.4,1949,1600000,0,29,7.600000083446503,7.244444502724542
2775963,5.8,1999,10000000,49,22,5.550000190734863,5.800000190734863
2776016,6.5,1986,175000,2,21,6.692307655627911,6.774999976158142
2776085,6.4,2006,20000000,12,55,6.024999976158142,6.483333349227905
2776086,6.1,1996,3500000,3,13,6.266666650772095,6.266666650772095
2776305,4.7,1984,25000000,23,4,5.340000009536743,5.587571399552482
2776457,5.6,2006,3122280,11,3,5.599999904632568,5.599999904632568
2776740,6.1,2005,15000000,5,22,6.566666603088379,6.099999904632568
2777020,7.6,2009,90000000,2,44,6.839999961853027,6.93333330154419
2777075,7.5,2011,125000000,0,48,6.839999961853027,7.072222219573127
2777250,7.8,2010,1203800,0,5,7.800000190734863,7.800000190734863
2777325,7.6,2004,16106700,0,44,7.519999980926514,7.666666666666667
2777382,6.9,2009,23000000,2,29,6.3500001430511475,6.961111148198445
2777476,8.7,1954,2000000,0,95,8.039999961853027,7.9283333619435625
2778164,7.7,1996,5500000,0,51,6.850000023841858,7.7749998569488525
2778562,8.1,2012,194736,0,78,8.100000381469727,8.100000381469727
2779071,6.6,1975,149509.213,3,24,6.950000047683716,6.920000076293945
2779198,6.3,1946,375000,0,17,6.300000190734863,6.300000190734863
2779245,5.8,1981,3500000,8,15,5.800000190734863,5.800000190734863
2779253,5.7,1977,200000,12,2,5.733333269755046,5.699999809265137
2779576,6.8,2007,39000000,7,28,6.400000095367432,6.400000095367432
2779617,6.1,2007,5976152.5,6,40,6.099999904632568,6.099999904632568
2779646,6.9,1982,12000000,2,28,7.257142952510288,7.425000071525574
2779691,7.2,2007,61000000,8,72,7.019999885559082,6.833333174387613
2779781,6.6,1997,3000000,4,41,6.349999904632568,6.474999904632568
2780216,6.6,2006,2000000,0,105,6.599999904632568,6.599999904632568
2780475,6.2,2004,925120,0,17,6.199999809265137,6.1499998569488525
2780814,6,1991,8000000,7,20,6.224999904632568,6
2780845,4.5,1995,45000000,83,15,6.837499976158142,5.8714286259242465
2780886,5.5,2002,85000000,32,22,5.549999952316284,5.659999942779541
2781002,7.9,2001,60000000,1,18,7.158333420753479,6.916111202703582
2781003,7.3,2004,150000000,1,18,7.022222306993272,6.729033268375314
2781008,6.4,2010,165000000,6,23,6.099999904632568,6.566666762034099
2781015,6,2007,160000000,8,23,6.174999952316284,6.55333339600336
2781151,6.7,2009,5100000,11,36,6.699999809265137,6.699999809265137
2782393,7.8,1998,35000000,2,77,6.533333460489909,6.394444558355544
2782580,8.1,2007,9000000,0,9,7.166666825612386,7.166666825612386
2782670,7.1,2013,30000000,3,77,6.705263137817383,6.8999998569488525
2782816,6.5,2001,1000000,5,13,6.266666650772095,6.266666650772095
2782817,7.6,2004,12000000,4,26,7.416666746139526,7.244444423251682
2783097,7.6,1987,5600000,0,10,7.599999904632568,7.599999904632568
2784084,5.9,1994,30000000,9,7,6.420000076293945,6.299999925825331
2784121,5,2012,20000000,17,3,5.549999952316284,5.274999976158142
2784173,6.7,1976,4400000,4,29,6.912499904632568,6.655208201871978
2784214,5.9,1984,1065000,31,10,5.900000095367432,5.900000095367432
2784254,5.4,1982,4500000,14,6,5.400000095367432,5.275000095367432
2784362,5.6,1996,9000000,10,3,5.528571435383388,5.599999904632568
2784419,7.6,2004,3469200,0,36,7.549999952316284,7.549999952316284
2784526,7,1957,1853463,0,25,7.166666666666667,7.013888875643413
2784607,7.2,2003,8000000,0,13,7.199999809265137,7.199999809265137
